# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KLK8	ENSG00000129455	ENST00000600767	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KLRC1	ENSG00000134545	ENST00000408006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KLRC1	ENSG00000134545	ENST00000536188	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KLRC1	ENSG00000134545	ENST00000544822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KLRC4-KLRK1	ENSG00000255819	ENST00000539300	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	ENSG00000255819	ENST00000543572	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	ENSG00000255819	ENST00000543812	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	ENSG00000255819	ENST00000585711	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	ENSG00000255819	ENST00000586581	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	ENSG00000255819	ENST00000590131	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	ENSG00000255819	ENST00000591546	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRK1	ENSG00000213809	ENST00000240618	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRK1	ENSG00000213809	ENST00000396451	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRK1	ENSG00000213809	ENST00000540267	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRK1	ENSG00000213809	ENST00000540818	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KLRK1	ENSG00000213809	ENST00000544449	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KMO	ENSG00000117009	ENST00000366555	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KMO	ENSG00000117009	ENST00000366557	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KMO	ENSG00000117009	ENST00000366558	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KMO	ENSG00000117009	ENST00000366559	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KMO	ENSG00000117009	ENST00000431245	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KMT2C	ENSG00000055609	ENST00000262189	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0
KMT2C	ENSG00000055609	ENST00000355193	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0
KMT2C	ENSG00000055609	ENST00000452749	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0
KMT2C	ENSG00000055609	ENST00000558084	nonsense_mediated_decay	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0
KNOP1	ENSG00000103550	ENST00000219837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KNOP1	ENSG00000103550	ENST00000564480	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KNOP1	ENSG00000103550	ENST00000565844	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KPNA1	ENSG00000114030	ENST00000344337	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KPNA1	ENSG00000114030	ENST00000466923	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KPNA1	ENSG00000114030	ENST00000470904	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KPNA1	ENSG00000114030	ENST00000485027	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KPNA1	ENSG00000114030	ENST00000494339	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRASP1	ENSG00000220635	ENST00000407852	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRBA1	ENSG00000133619	ENST00000319551	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRBA1	ENSG00000133619	ENST00000485033	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRBA1	ENSG00000133619	ENST00000496259	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRBA1	ENSG00000133619	ENST00000621069	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRBOX1	ENSG00000240747	ENST00000426937	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT18P13	ENSG00000214417	ENST00000400056	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT18P57	ENSG00000215867	ENST00000443599	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT18P6	ENSG00000258783	ENST00000555540	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT33A	ENSG00000006059	ENST00000007735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT78	ENSG00000170423	ENST00000304620	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT78	ENSG00000170423	ENST00000359499	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT78	ENSG00000170423	ENST00000547920	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000293308	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000546542	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000546583	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000546826	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000546897	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000546900	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000547031	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000547176	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000548998	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000549176	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000550170	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000552150	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRT8	ENSG00000170421	ENST00000552551	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KRT83	ENSG00000170523	ENST00000293670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT89P	ENSG00000274928	ENST00000620027	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KRT89P	ENSG00000274928	ENST00000621314	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KRT8P24	ENSG00000259500	ENST00000560290	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT8P28	ENSG00000223810	ENST00000433288	processed_pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KRT8P38	ENSG00000226358	ENST00000441370	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT8P45	ENSG00000224520	ENST00000414328	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KRTAP3-1	ENSG00000212901	ENST00000391588	protein_coding	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
KRTAP3-1	ENSG00000212901	ENST00000581033	processed_transcript	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
KRTAP3-2	ENSG00000212900	ENST00000391587	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KRTAP3-4P	ENSG00000226776	ENST00000430780	unprocessed_pseudogene	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
KRTAP5-11	ENSG00000204571	ENST00000398530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRTAP5-11	ENSG00000204571	ENST00000526239	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KRTAP5-11	ENSG00000204571	ENST00000616086	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRTAP5-11	ENSG00000204571	ENST00000617152	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRTDAP	ENSG00000188508	ENST00000338897	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRTDAP	ENSG00000188508	ENST00000479340	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KRTDAP	ENSG00000188508	ENST00000484218	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KSR2	ENSG00000171435	ENST00000339824	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
KSR2	ENSG00000171435	ENST00000425217	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
L3MBTL3	ENSG00000198945	ENST00000361794	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
L3MBTL3	ENSG00000198945	ENST00000368136	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
L3MBTL3	ENSG00000198945	ENST00000368139	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
L3MBTL3	ENSG00000198945	ENST00000526019	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
L3MBTL3	ENSG00000198945	ENST00000529410	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
L3MBTL3	ENSG00000198945	ENST00000533560	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LA16c-313D11.13	ENSG00000279441	ENST00000624747	TEC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-313D11.9	ENSG00000260394	ENST00000567091	antisense	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
LA16c-313D11.9	ENSG00000260394	ENST00000571933	antisense	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
LA16c-366D1.3	ENSG00000261691	ENST00000565879	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LA16c-444G7.1	ENSG00000261273	ENST00000563190	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LACE1	ENSG00000135537	ENST00000368977	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LACE1	ENSG00000135537	ENST00000421954	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LACE1	ENSG00000135537	ENST00000431865	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LACE1	ENSG00000135537	ENST00000486863	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LACTBL1	ENSG00000215906	ENST00000426928	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LACTBL1	ENSG00000215906	ENST00000618559	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMA1	ENSG00000101680	ENST00000389658	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMA1	ENSG00000101680	ENST00000579014	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMA1	ENSG00000101680	ENST00000585178	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LAMA2	ENSG00000196569	ENST00000421865	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMA2	ENSG00000196569	ENST00000466230	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMA2	ENSG00000196569	ENST00000617695	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMA2	ENSG00000196569	ENST00000618192	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMA3	ENSG00000053747	ENST00000269217	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAMA3	ENSG00000053747	ENST00000313654	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAMA3	ENSG00000053747	ENST00000399516	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAMA3	ENSG00000053747	ENST00000586709	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LAMA3	ENSG00000053747	ENST00000586751	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAMA3	ENSG00000053747	ENST00000587184	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAMA3	ENSG00000053747	ENST00000588770	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
LAMP1	ENSG00000185896	ENST00000332556	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMP1	ENSG00000185896	ENST00000471046	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMP1	ENSG00000185896	ENST00000472564	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMP2	ENSG00000005893	ENST00000200639	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMP2	ENSG00000005893	ENST00000371335	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMP2	ENSG00000005893	ENST00000434600	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
LAMP2	ENSG00000005893	ENST00000486593	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LAMP5-AS1	ENSG00000225988	ENST00000443469	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LAMTOR1	ENSG00000149357	ENST00000545249	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5	ENSG00000134248	ENST00000256644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5	ENSG00000134248	ENST00000464240	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5	ENSG00000134248	ENST00000474861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5	ENSG00000134248	ENST00000483260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5	ENSG00000134248	ENST00000531779	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5	ENSG00000134248	ENST00000602318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5	ENSG00000134248	ENST00000614544	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000444238	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000457535	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000585330	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000585433	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000587691	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000590413	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000590826	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000596890	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000598158	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000598350	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000598454	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000599202	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000608067	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000608077	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000608111	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000608152	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000608253	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000608486	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000608499	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000608602	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000608635	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000608719	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000609244	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000609245	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000609512	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000609653	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000609709	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000610148	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000612551	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000616223	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000622324	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000625451	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000625992	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000626531	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000626572	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000626643	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000627648	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000627735	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000628225	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000629288	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000629484	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000630179	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMTOR5-AS1	ENSG00000224699	ENST00000630298	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000630455	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000630488	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000630508	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000631010	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LAMTOR5-AS1	ENSG00000224699	ENST00000631307	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000233714	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000431941	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000441020	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000443314	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000448951	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000450366	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1	ENSG00000115365	ENST00000453956	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1-AS1	ENSG00000234281	ENST00000416344	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LANCL1-AS1	ENSG00000234281	ENST00000420418	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LANCL1-AS1	ENSG00000234281	ENST00000433296	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LARGE1	ENSG00000133424	ENST00000354992	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LARGE1	ENSG00000133424	ENST00000397394	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LARGE1	ENSG00000133424	ENST00000402320	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LARP4B	ENSG00000107929	ENST00000316157	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
LARP4B	ENSG00000107929	ENST00000406525	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
LARP4B	ENSG00000107929	ENST00000412411	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LARP4B	ENSG00000107929	ENST00000476529	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
LARP4B	ENSG00000107929	ENST00000481118	processed_transcript	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
LARP4B	ENSG00000107929	ENST00000612396	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
LARP7P4	ENSG00000244024	ENST00000481075	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
LARS2	ENSG00000011376	ENST00000265537	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
LARS2	ENSG00000011376	ENST00000414984	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
LARS2	ENSG00000011376	ENST00000415258	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
LARS2	ENSG00000011376	ENST00000431023	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
LARS2-AS1	ENSG00000232455	ENST00000442534	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LATS1	ENSG00000131023	ENST00000253339	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LATS1	ENSG00000131023	ENST00000441107	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LATS1	ENSG00000131023	ENST00000543571	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000309052	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000319406	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000379509	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000465200	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000465538	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000466477	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000476038	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LCLAT1	ENSG00000172954	ENST00000476535	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
